record_type,trigger_state,independent_dates,N,N_1d,mean_return_1d,median_return_1d,mean_MFE_1d,median_MFE_1d,mean_MAE_1d,median_MAE_1d,hit_rate_1d,N_3d,mean_return_3d,median_return_3d,mean_MFE_3d,median_MFE_3d,mean_MAE_3d,median_MAE_3d,hit_rate_3d,N_5d,mean_return_5d,median_return_5d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,hit_rate_5d,N_10d,mean_return_10d,median_return_10d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,hit_rate_10d,target_before_stop_rate_10d,mean_time_to_target,mean_time_to_MFE_5d,mean_time_to_MFE_10d,bootstrap_clusters_1d,mean_return_1d_ci_low,mean_return_1d_ci_high,bootstrap_clusters_3d,mean_return_3d_ci_low,mean_return_3d_ci_high,bootstrap_clusters_5d,mean_return_5d_ci_low,mean_return_5d_ci_high,bootstrap_clusters_10d,mean_return_10d_ci_low,mean_return_10d_ci_high,run_id,ticker,decision_date,input_signature,trigger_state_canonical,trigger_distance_atr,volume_confirmation,strong_close_ratio,breakout_volume_confirmed,breakout_volume_percentile,gap_up_pct,gap_exhaustion,forward_return_1d,ema20_extension_pct,sma50_extension_pct,setup_type,stage,market_regime,v4_score,v5_TS,v5_SQ,v5_EQ,diagnostic,diagnostic_value
STATE_SUMMARY,APPROACHING,8.0,528.0,451.0,0.13084779330660068,0.1622740753175477,1.3982995888266856,1.222556305667433,-1.2084327967190398,-0.9307558555794126,0.5565410199556541,370.0,0.6260976781910599,0.8181054605294502,2.6787638245828207,2.3103712860266024,-1.9955489170210625,-1.371689845684887,0.6189189189189189,348.0,1.1411741169222924,1.621316237559034,3.76767333512545,3.111730924351319,-2.3270893613935453,-1.5327065242703553,0.6494252873563219,223.0,2.5397386969930715,1.9996537396121727,5.997352201955001,5.116580310880825,-2.9954263399885876,-2.06119847003825,0.7757847533632287,0.628099173553719,4.7176470588235295,3.3045977011494254,6.071748878923767,7.0,-0.05614267347398361,0.420668319635347,6.0,0.4311063277337429,0.9339051662233664,6.0,0.6708273757571553,1.7391544882983387,5.0,2.042720378505252,3.1076355815514747,,,,,,,,,,,,,,,,,,,,,,,,
STATE_SUMMARY,AT_TRIGGER,9.0,126.0,98.0,0.1303942089684562,-0.00955584435440855,1.3599432987857425,1.433628318584068,-1.0381947505266858,-0.8624844783364116,0.4897959183673469,73.0,-0.32733665640105314,-0.1074755194649945,2.168956607061519,2.038816491890061,-2.5154351590373634,-2.528752763494546,0.4246575342465753,72.0,-1.1201165105228639,-0.9364820846905708,2.877290783739886,2.246928028086592,-3.405725774522408,-3.111936832326989,0.3611111111111111,46.0,1.076315470744923,1.5252820727120753,4.2737171932742255,3.5221238938053068,-4.329916132605158,-3.8166749615094755,0.6739130434782609,0.4444444444444444,3.357142857142857,2.6944444444444446,5.326086956521739,7.0,-1.1407554654954672,0.9846873019751249,6.0,-1.3921613739497818,0.580689268635593,6.0,-2.0105913281155128,-0.46842160892141665,4.0,-0.31584793203284806,2.535903474394964,,,,,,,,,,,,,,,,,,,,,,,,
STATE_SUMMARY,BEYOND_TRIGGER,9.0,1850.0,1608.0,0.26461618294680594,0.0830871491875884,1.8644081309172151,1.4104338337322164,-1.292978042635548,-1.1506148700520025,0.5155472636815921,1405.0,0.8283333512376786,0.2271380604384587,3.496316459502467,2.292579090308533,-2.329980658239165,-2.095557418273264,0.5245551601423487,1294.0,1.2884603466612603,0.4458431681090946,4.5469521698196615,3.190213480450965,-2.7521729091711964,-2.418829789912402,0.5571870170015456,815.0,3.1576703522179583,2.619327910958913,6.848810218593055,5.461010922021869,-3.0509788707208783,-2.769489710045137,0.698159509202454,0.6638830897703549,4.030470914127424,2.989180834621329,6.094478527607362,8.0,-0.029356176408736223,0.7725336158030714,7.0,0.38701561479955915,1.5882204267712394,7.0,0.8660338950563526,1.7578592400819992,6.0,2.4835229463095008,3.8366070730552577,,,,,,,,,,,,,,,,,,,,,,,,
STATE_SUMMARY,EXTENDED_BEYOND_TRIGGER,10.0,866.0,759.0,0.015515984514984517,-0.1389403482771278,1.5995076961929613,1.2533333333333283,-1.5648243880132566,-1.3470908569790718,0.461133069828722,692.0,0.20526187401021423,0.0580460796570703,3.010705252806536,2.11014533420687,-2.671043169154425,-2.1496771344997057,0.5101156069364162,670.0,0.6138368500588804,0.16722244631834915,3.9123391079610204,2.8248784980205777,-3.077870573351006,-2.4820091055955285,0.5343283582089552,455.0,1.4274069552675908,0.9355587156649968,5.785186478487578,4.430697207824763,-3.698565365951953,-3.187819674081116,0.5956043956043956,0.5256410256410257,4.4605263157894735,2.9985074626865673,5.578021978021978,8.0,-0.4144642546873007,0.4403321732671411,7.0,-0.3918142923764097,0.7897817920806088,7.0,-0.2241549224385093,1.3133257232890534,6.0,0.9393566330540809,2.316273941631002,,,,,,,,,,,,,,,,,,,,,,,,
STATE_SUMMARY,FRESHLY_TRIGGERED,9.0,894.0,708.0,0.4621657961571457,0.21664114272863516,1.9570928761436592,1.5004815590234366,-1.1597480877876944,-0.9548748614411906,0.5748587570621468,558.0,1.3952954340109152,0.6574523720582759,3.7832944025101907,2.2616599935072035,-2.039625660934677,-1.7212508275244454,0.6021505376344086,503.0,2.143772078735419,1.2696078431372548,5.047221004013761,3.1441942088329844,-2.412041838754815,-2.130681818181812,0.6819085487077535,333.0,5.063509859625387,3.2723611344185333,8.104347204843783,6.89424364123159,-2.676270158461737,-2.3039088791095064,0.8438438438438438,0.7210526315789474,4.195121951219512,3.3101391650099403,7.069069069069069,8.0,0.14842709220011746,0.7734630673274593,7.0,0.9759633759278363,1.9021692449335432,7.0,1.636873306956828,2.589600666425731,6.0,4.44453761442301,5.515777041402111,,,,,,,,,,,,,,,,,,,,,,,,
STATE_SUMMARY,INVALIDATED,9.0,513.0,465.0,0.17774824080279433,0.0241080038573038,1.6043612574280424,1.2277624655474773,-1.0463082177620053,-0.9727626459143934,0.5032258064516129,423.0,0.6433977812096037,0.2342704149933094,2.9779447028475294,2.027551416375628,-1.9667319744972682,-1.6079965232507654,0.5366430260047281,383.0,1.362929416309062,0.8701472556894352,3.9205837950111198,2.9127829560585905,-2.402599661540018,-2.042270244597477,0.6370757180156658,304.0,1.9680098774366481,1.5277633520097256,5.062371340607625,3.7991251103286827,-2.8496881809142574,-2.5175360285677906,0.6743421052631579,0.5921052631578947,4.372549019607843,2.989556135770235,5.875,8.0,-0.04535962212461359,0.4284521099114592,7.0,0.26982776801821295,1.0661276919227678,7.0,0.829055434410966,1.8467514916482641,6.0,1.3181614141518125,2.486398159004027,,,,,,,,,,,,,,,,,,,,,,,,
STATE_SUMMARY,NEAR,8.0,469.0,399.0,0.2615711351874862,0.1216545012165504,1.5785741630482228,1.3084565059365172,-0.975545746431523,-0.9347069659548346,0.5388471177944862,328.0,0.544989116561312,0.29147485376327387,2.7143328383380068,2.1206646328821632,-1.904676336458495,-1.8046413776831471,0.5670731707317073,308.0,1.0383587364066773,0.7123180945491026,3.5847789289120855,2.857688999330988,-2.2085476270974387,-1.9437390115256803,0.6006493506493507,169.0,1.818212170384804,1.7513134851138368,5.583116697343564,4.37547217325609,-2.7426371382906454,-2.5737448720453138,0.6153846153846154,0.5934065934065934,4.6,3.1266233766233764,6.272189349112426,7.0,0.011147944426876603,0.679048251675665,6.0,0.25032509944879455,0.9315679730522458,6.0,0.5573123539992244,1.5028158856227303,5.0,1.0757530713978345,3.1411869211335244,,,,,,,,,,,,,,,,,,,,,,,,
STATE_SUMMARY,NOT_APPLICABLE,9.0,403.0,341.0,0.21794502366643578,0.1558379285542921,1.8128358117759806,1.2941897690893045,-1.197235342405706,-0.9307320565598688,0.5454545454545454,304.0,0.9001023779690807,0.0954328561690642,3.5450735526892307,2.314050940040957,-2.0480123733939912,-1.5828705531321041,0.5230263157894737,276.0,1.1274662071679467,0.6307390567888094,4.29116136718785,2.9947319857516863,-2.3908398256455747,-2.021532470105969,0.5978260869565217,171.0,1.2740522323348094,0.285632676378178,5.904767888772975,4.0473610896146095,-3.085371907725177,-2.4920466595970248,0.5263157894736842,0.4485981308411215,3.7096774193548385,3.068840579710145,5.578947368421052,8.0,-0.25614730655796275,0.9829634240748076,7.0,-0.30273774187593777,3.091690633539335,7.0,0.041468511979714046,2.6836561283371343,6.0,-0.31593901480581965,3.4320095568114897,,,,,,,,,,,,,,,,,,,,,,,,
STATE_SUMMARY,TOO_FAR_BELOW,9.0,199.0,155.0,0.11645397230335167,0.2356780275561965,1.3813614813435937,1.210378494048414,-1.078222276695922,-0.9976525821596248,0.6064516129032258,115.0,0.8687113695946626,0.046067027525054,2.835264574781933,2.075926138318618,-1.7713697606770393,-1.6147635524798254,0.5304347826086957,100.0,1.292921565058462,0.5111412826451556,4.344473649858582,3.149339654588545,-2.582266938944299,-1.8782249742002155,0.54,71.0,3.485195902684296,2.3905354311501537,6.377313202982883,4.810267857142869,-2.963283884190001,-2.464819765563031,0.7605633802816901,0.7333333333333333,5.818181818181818,3.21,6.408450704225352,8.0,-0.2643130168774193,0.5364673734571523,7.0,0.4464072211286583,1.6222988126062752,7.0,0.3303423928475931,2.6483471605081466,6.0,2.966634979710973,4.322590843601292,,,,,,,,,,,,,,,,,,,,,,,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,AER,2026-07-31,8b79cb77ab5c80cc5a477a36c5964a3c1db6e2ce1017dc62512b8853618def65,FRESHLY_TRIGGERED,-0.3092,False,0.1797752808988782,False,37.6984,,False,1.820598006644513,0.9053915757003984,4.187811475987102,pullback,Stage 2,Distribution,7.6705,6.9442,6.3,4.5,,
